Agency,Neighborhood,Price,link,sq_mtrs,Bedrooms,Bathrooms
Splendour Real Estate,"Riverside, Westlands","KSh 100,000",/listings/3-bedroom-apartment-for-rent-riverside-3466567,3,3,
Yellow Market,"near Kasuku Center, Kileleshwa, Dagoretti North","KSh 100,000",/listings/2-bedroom-apartment-for-rent-kileleshwa-3467004,2,2,3
Cobalt Consulting,"Suswa Road, Parklands, Westlands","KSh 100,000",/listings/3-bedroom-apartment-for-rent-parklands-3467527,3,3,2
Ws Properties Limited,"Rhapta Road, Westlands Area, Westlands","KSh 100,000",/listings/furnished-1-bedroom-apartment-for-rent-westlands-area-3401505,120,1,2
The Houswitch Haven Ltd,"Oldonyo Sabuk, General Mathenge, Westlands","KSh 100,000",/listings/2-bedroom-apartment-for-rent-general-mathenge-1-3459196,2,2,1
Taji Suburbs Ltd,"Riverside, Westlands","KSh 100,000",/listings/4-bedroom-apartment-for-rent-riverside-3462915,4,4,4
Cfs Homes,"Brookside, Westlands","KSh 100,000",/listings/3-bedroom-apartment-for-rent-brookside-1-3438984,3,3,
Cfs Homes,"Westlands Area, Westlands","KSh 100,000",/listings/furnished-2-bedroom-apartment-for-rent-westlands-area-3458167,2,2,
Cfs Homes,"Kileleshwa, Dagoretti North","KSh 100,000",/listings/furnished-2-bedroom-apartment-for-rent-kileleshwa-3458903,2,2,
Casapiu Holdings Limited,"Brookside, Westlands","KSh 100,000",/listings/3-bedroom-apartment-for-rent-brookside-3464354,3,3,3
Casapiu Holdings Limited,"Kileleshwa, Dagoretti North","KSh 100,000",/listings/3-bedroom-apartment-for-rent-kileleshwa-3467828,3,3,3
Allione Real Estate,"Brookside, Westlands","KSh 100,000",/listings/3-bedroom-apartment-for-rent-brookside-3449982,3,3,3
Afrique Properties Limited,"Shanzu, Kisauni","KSh 100,000",/listings/furnished-3-bedroom-apartment-for-rent-shanzu-1-3445673,3,3,3
Lighthouse Homes Limited,"Parklands, Westlands","KSh 100,000",/listings/4-bedroom-apartment-for-rent-parklands-3464265,4,4,4
Splendor Holdings,"Westlands Area, Westlands","KSh 100,000",/listings/furnished-2-bedroom-apartment-for-rent-westlands-area-3434981,120,2,
Chawan Business Venture,"Thika Road, Thika Road","KSh 100,000",/listings/furnished-2-bedroom-apartment-for-rent-thika-road-3402115,2,2,
Coralinternational Ltd,"Kolobot Drive, Kilimani, Dagoretti North","KSh 100,000",/listings/3-bedroom-apartment-for-rent-kilimani-1-3414307,3,3,2
Swiveltrend Ltd,"Kilimani, Dagoretti North","KSh 100,000",/listings/3-bedroom-apartment-for-rent-kilimani-1-3448503,2024,3,3
Green Knight Properties,"Mbaazi, Lavington, Dagoretti North","KSh 100,000",/listings/furnished-1-bedroom-apartment-for-rent-lavington-3436017,1,1,1
Green Knight Properties,"Kindaruma , Kilimani, Dagoretti North","KSh 100,000",/listings/furnished-2-bedroom-apartment-for-rent-kilimani-3441580,2,2,2
Green Knight Properties,"Mbaazi, Lavington, Dagoretti North","KSh 100,000",/listings/furnished-1-bedroom-apartment-for-rent-lavington-3468039,1,1,1
Mambo Properties Enterprise,"Dennis Pritt, Kilimani, Dagoretti North","KSh 100,000",/listings/3-bedroom-apartment-for-rent-kilimani-3444698,23,3,3
Mambo Properties Enterprise,"Laikipia Rd, Kileleshwa, Dagoretti North","KSh 100,000",/listings/2-bedroom-apartment-for-rent-kileleshwa-3454657,12,2,2
Eastwood Consulting Ltd,"General Mathenge, General Mathenge, Westlands","KSh 100,000",/listings/3-bedroom-apartment-for-rent-general-mathenge-3421500,3,3,3
Prudential Green Ville,"kilimani, kilimani, Kilimani, Dagoretti North","KSh 100,000",/listings/3-bedroom-apartment-for-rent-kilimani-3465104,3,3,3
City Homes Kenya Real Estate,"mvuli road, Rhapta Road, Westlands","KSh 100,000",/listings/furnished-3-bedroom-apartment-for-rent-rhapta-road-3464607,3,3,3
City Homes Kenya Real Estate,"Brookside groove, Brookside, Westlands","KSh 100,000",/listings/furnished-2-bedroom-apartment-for-rent-brookside-3464799,2,2,2
Tysons Limited,"Kilimani, Dagoretti North","KSh 100,000",/listings/3-bedroom-apartment-for-rent-kilimani-3460371,3,3,2
Pam Golding Properties,"Parklands, Westlands","KSh 100,000",/listings/3-bedroom-apartment-for-rent-parklands-3459786,3,3,
Benford Homes,"Nyali, Nyali Area, Nyali","KSh 100,000",/listings/3-bedroom-apartment-for-rent-nyali-area-3463984,2480,3,4
Origin Homes,"Thigiri, Westlands","KSh 100,000",/listings/1-bedroom-apartment-for-rent-thigiri-3457348,1,1,2
Origin Homes,"Kilimani, Dagoretti North","KSh 100,000",/listings/furnished-1-bedroom-apartment-for-rent-kilimani-3467087,1,1,1
Sir Francis Marketingconsultants Ltd,"Valley Arcade, Lavington, Dagoretti North","KSh 100,000",/listings/3-bedroom-apartment-for-rent-lavington-3461581,160,3,4
Ogaye Enterprises,"Mombasa, Nyali, Nyali Area, Nyali","KSh 100,000",/listings/furnished-4-bedroom-apartment-for-rent-nyali-area-25428,4,4,4
Buy Rent Shelters,"General Mathenge, General Mathenge, Westlands","KSh 100,000",/listings/3-bedroom-apartment-for-rent-general-mathenge-3466605,3,3,3
Yellow Market,"Off Othaya Road, Kileleshwa, Dagoretti North","KSh 100,000",/listings/3-bedroom-apartment-for-rent-kileleshwa-3406030,3,3,3
Cloud Real Estate,"General Mathenge, Westlands","KSh 100,000",/listings/3-bedroom-apartment-for-rent-general-mathenge-2-3444163,3,3,2
Dmus Realtors,"Siaya Road, Kileleshwa, Dagoretti North","KSh 100,000",/listings/3-bedroom-apartment-for-rent-kileleshwa-3462742,3,3,4
Rejima Homes Ltd,"Westlands Area, Westlands","KSh 100,000",/listings/2-bedroom-apartment-for-rent-westlands-area-3446354,2,2,
Rejima Homes Ltd,"Nyari, Westlands","KSh 100,000",/listings/furnished-1-bedroom-apartment-for-rent-nyari-3459987,1,1,
Rescom Ventures Ltd,"Kileleshwa, Dagoretti North","KSh 100,000",/listings/furnished-1-bedroom-apartment-for-rent-kileleshwa-3460924,1,1,1
Dunhill Consulting Limited,"Kileleshwa, Dagoretti North","KSh 100,000",/listings/2-bedroom-apartment-for-rent-kileleshwa-3459780,2,2,
Naftal Properties,"Kileleshwa, Dagoretti North","KSh 100,000",/listings/2-bedroom-apartment-for-rent-kileleshwa-1-3454183,2,2,
Gerryville Homes,"Kilimani, Dagoretti North","KSh 100,000",/listings/3-bedroom-apartment-for-rent-kilimani-3449569,3,3,
Afrique Properties Limited,"Nyari, Westlands","KSh 100,000",/listings/furnished-1-bedroom-apartment-for-rent-nyari-3445865,1,1,1
Keensell Ventures,"Kileleshwa, Kileleshwa, Kileleshwa, Dagoretti North","KSh 100,000",/listings/2-bedroom-apartment-for-rent-kileleshwa-3462380,2,2,2
Lighthouse Homes Limited,"Kileleshwa, Dagoretti North","KSh 100,000",/listings/3-bedroom-apartment-for-rent-kileleshwa-3463350,3,3,3
Pmm Properties,"Riara road, Riara Road, Dagoretti North","KSh 100,000",/listings/4-bedroom-apartment-for-rent-riara-road-3462946,4,4,4
Azizi Realtors,"Lavington, Dagoretti North","KSh 100,000",/listings/3-bedroom-apartment-for-rent-lavington-3463933,3,3,2
Ace Realtors Limited,"21 03 25, 33 RA, Lavington, Dagoretti North","KSh 100,000",/listings/4-bedroom-apartment-for-rent-lavington-3464530,186,4,4
J M Mccarthy Properties Ltd,"Parklands, Westlands","KSh 100,000",/listings/3-bedroom-apartment-for-rent-parklands-3441373,3,3,3
Archstone Realtors,"Nyari, Westlands","KSh 100,000",/listings/furnished-1-bedroom-apartment-for-rent-nyari-3458860,1,1,
Dmus Realtors,"Lenana road, Kilimani, Dagoretti North","KSh 100,000",/listings/3-bedroom-apartment-for-rent-kilimani-3468752,3,3,4
Apogee Realty Homes,"Wuyi Plaza Galana Road, Kilimani, Dagoretti North","KSh 102,000",/listings/3-bedroom-apartment-for-rent-kilimani-2-3440771,3,3,2
Absolute Estate Agents,"Lenana rd,kilimani, Kilimani, Dagoretti North","KSh 105,000",/listings/1-bedroom-apartment-for-rent-kilimani-40610,86,1,2
Capstone Properties,"Kileleshwa, Dagoretti North","KSh 105,000",/listings/2-bedroom-apartment-for-rent-kileleshwa-3466961,2,2,2
Dunhill Consulting Limited,"Sports Road, Rhapta Road, Westlands","KSh 105,000",/listings/furnished-1-bedroom-apartment-for-rent-rhapta-road-3443344,1,1,1
Coralinternational Ltd,"Brookside, Westlands","KSh 110,000",/listings/2-bedroom-apartment-for-rent-brookside-3455659,2,2,2
Opus Properties,"Kilimani, Dagoretti North","KSh 110,000",/listings/3-bedroom-apartment-for-rent-kilimani-3458119,3,3,
Canaan Properties,"Rhapta Road, Westlands","KSh 110,000",/listings/3-bedroom-apartment-for-rent-rhapta-road-3468571,3,3,4
Pam Golding Properties,"Kilimani, Dagoretti North","KSh 110,000",/listings/3-bedroom-apartment-for-rent-kilimani-3450302,3,3,3
Kenya Classic Homes,"Riverside, Riverside, Riverside, Westlands","KSh 110,000",/listings/1-bedroom-apartment-for-rent-riverside-2-3439656,167,1,2
Citiscape Valuers And Estate Agents Ltd,"Kilimani, Dagoretti North","KSh 110,000",/listings/3-bedroom-apartment-for-rent-kilimani-3447616,3,3,2
Mambo Properties Enterprise,"Kindaruma rd, Kilimani, Dagoretti North","KSh 110,000",/listings/furnished-1-bedroom-apartment-for-rent-kilimani-3468491,90,1,1
Green Knight Properties,"Dennis Sprit, Kilimani, Dagoretti North","KSh 110,000",/listings/3-bedroom-apartment-for-rent-kilimani-3395819,220,3,3
Azizi Realtors,"KANDARA ROAD, Kileleshwa, Dagoretti North","KSh 110,000",/listings/3-bedroom-apartment-for-rent-kileleshwa-3465061,2500,3,3
Azizi Realtors,"Rhapta road, Rhapta Road, Westlands","KSh 110,000",/listings/3-bedroom-apartment-for-rent-rhapta-road-3465290,3,3,4
Prudential Green Ville,"lavington, Lavington, Lavington, Dagoretti North","KSh 110,000",/listings/3-bedroom-apartment-for-rent-lavington-1-3450743,3,3,2
Prudential Green Ville,"kilimani, Kilimani, Kilimani, Dagoretti North","KSh 110,000",/listings/3-bedroom-apartment-for-rent-kilimani-1-3456783,3,3,3
Prudential Green Ville,"kileleshwa, Kileleshwa, Kileleshwa, Dagoretti North","KSh 110,000",/listings/3-bedroom-apartment-for-rent-kileleshwa-1-3457367,3,3,3
Sunland Real Estates Limited,"KILIMANI, WOOD AVENUE, Kilimani, Dagoretti North","KSh 110,000",/listings/3-bedroom-apartment-for-rent-kilimani-3466238,3,3,4
Cura International Limited,"Muthaiga Area, Muthaiga","KSh 110,000",/listings/3-bedroom-apartment-for-rent-muthaiga-area-3438357,3,3,
Wealthlink Realtors Ltd,"Kahawa West, Roysambu","KSh 110,000",/listings/4-bedroom-apartment-for-rent-kahawa-west-3464005,4,4,3
Falcon Sight Properties,"General Mathenge, Westlands","KSh 110,000",/listings/2-bedroom-apartment-for-rent-general-mathenge-3466723,2,2,2
Trisums Investments Company Limited,"Parklands, Westlands","KSh 110,000",/listings/3-bedroom-apartment-for-rent-parklands-3465030,3,3,3
Mambo Properties Enterprise,"Riverside Drive, Riverside, Westlands","KSh 110,000",/listings/3-bedroom-apartment-for-rent-riverside-3445243,22,3,3
Kenya Classic Homes,"Lavington, Dagoretti North","KSh 110,000",/listings/3-bedroom-apartment-for-rent-lavington-3466225,150,3,4
Azizi Realtors,"Riverside Drive, Riverside, Westlands","KSh 110,000",/listings/3-bedroom-apartment-for-rent-riverside-28652,3,3,3
Canaan Properties,"Kilimani, Dagoretti North","KSh 110,000",/listings/3-bedroom-apartment-for-rent-kilimani-3464936,3,3,4
Canaan Properties,"Westlands Area, Westlands","KSh 110,000",/listings/4-bedroom-apartment-for-rent-westlands-area-3464952,4,4,
Green Knight Properties,"Denis sprit , Kitale Lane , Kilimani, Dagoretti North","KSh 110,000",/listings/furnished-1-bedroom-apartment-for-rent-kilimani-3426209,1,1,1
Green Knight Properties,"westlands Avenue , Westlands Area, Westlands","KSh 110,000",/listings/3-bedroom-apartment-for-rent-westlands-area-3443051,3,3,3
Green Knight Properties,"Mbaazi, Lavington, Dagoretti North","KSh 110,000",/listings/2-bedroom-apartment-for-rent-lavington-3459922,2,2,2
Simkar Group Limited,"Westlands, Westlands Area, Westlands","KSh 110,000",/listings/1-bedroom-apartment-for-rent-westlands-area-3451008,90,1,1
Simkar Group Limited,"Riara Road, Riara Road, Dagoretti North","KSh 110,000",/listings/3-bedroom-apartment-for-rent-riara-road-3463481,3,3,3
Eastwood Consulting Ltd,"Siaya Road, Kileleshwa, Dagoretti North","KSh 110,000",/listings/2-bedroom-apartment-for-rent-kileleshwa-3424767,167,2,2
Prudential Green Ville,"kilimani, Kilimani, Kilimani, Dagoretti North","KSh 110,000",/listings/3-bedroom-apartment-for-rent-kilimani-2-3456927,3,3,3
Prudential Green Ville,"riverside, Riverside, Riverside, Westlands","KSh 110,000",/listings/4-bedroom-apartment-for-rent-riverside-1-3456928,4,4,3
Prudential Green Ville,"riverside, Riverside, Riverside, Westlands","KSh 110,000",/listings/3-bedroom-apartment-for-rent-riverside-1-3458593,3,3,3
Realty Plus,"Lavington, Dagoretti North","KSh 110,000",/listings/furnished-1-bedroom-apartment-for-rent-lavington-2-3442812,1,1,1
Ring Kenya Ltd,"Westlands Area, Westlands","KSh 110,000",/listings/1-bedroom-apartment-for-rent-westlands-area-1-3445459,1,1,2
Ring Kenya Ltd,"Ngong Road, Ngong Road","KSh 110,000",/listings/6-bedroom-apartment-for-rent-3465186,6,6,6
City Homes Kenya Real Estate,"Acacia Drive Off Ruaka Road, Runda, Westlands","KSh 110,000",/listings/furnished-3-bedroom-apartment-for-rent-runda-3457703,3,3,
Rayalink Properties,"marist lane, Karen, Langata","KSh 110,000",/listings/3-bedroom-apartment-for-rent-karen-3465959,2025,3,3
Absolute Estate Agents,"Ring Road Kilimani, Kilimani, Dagoretti North","KSh 110,000",/listings/3-bedroom-apartment-for-rent-kilimani-3467086,3,3,4
Paradigm Homes,"Riara Road, Kilimani, Dagoretti North","KSh 110,000",/listings/4-bedroom-apartment-for-rent-kilimani-3428134,4,4,3
Yellow Market,"Walk To Yaya, Kilimani, Dagoretti North","KSh 110,000",/listings/3-bedroom-apartment-for-rent-kilimani-1-3434530,3,3,4
Symonns Realty,"Muthangari Drive, Waiyaki Way, Westlands","KSh 110,000",/listings/2-bedroom-apartment-for-rent-waiyaki-way-3449773,91,2,2
Capstone Properties,"Rhapta Road, Westlands","KSh 110,000",/listings/1-bedroom-apartment-for-rent-rhapta-road-3467122,1,1,1
Blueline Properties 1023,"9 Riverside Garden Close, Riverside Garden Close, Riverside, Westlands","KSh 110,000",/listings/3-bedroom-apartment-for-rent-riverside-3457501,3,3,4
Royani Properties Limited,"Suguta Road, Kileleshwa, Dagoretti North","KSh 110,000",/listings/3-bedroom-apartment-for-rent-kileleshwa-3468396,3,3,3
Wealthlink Realtors Ltd,"Riverside, Westlands","KSh 110,000",/listings/3-bedroom-apartment-for-rent-riverside-3459886,418,3,3
Buy Rent Shelters,"General Mathenge, General Mathenge, Westlands","KSh 110,000",/listings/2-bedroom-apartment-for-rent-general-mathenge-3462791,2,2,2
Landmark Top Solutions,"Lavington, Dagoretti North","KSh 110,000",/listings/3-bedroom-apartment-for-rent-lavington-1-3409545,180,3,4
Landmark Top Solutions,"Riverside, Westlands","KSh 110,000",/listings/3-bedroom-apartment-for-rent-riverside-2-3423122,175,3,4
Landmark Top Solutions,"Westlands Area, Westlands","KSh 110,000",/listings/3-bedroom-apartment-for-rent-westlands-area-3435685,160,3,4
Falcon Sight Properties,"Parklands, Westlands","KSh 110,000",/listings/3-bedroom-apartment-for-rent-parklands-2-3443204,242,3,
Ws Properties Limited,"Brookside, Westlands Area, Westlands","KSh 110,000",/listings/3-bedroom-apartment-for-rent-westlands-area-3396912,200,3,3
Afrique Properties Limited,"Kilimani, Dagoretti North","KSh 110,000",/listings/furnished-3-bedroom-apartment-for-rent-kilimani-1-3456982,3,3,
Splendor Holdings,"Lavington, Dagoretti North","KSh 110,000",/listings/4-bedroom-apartment-for-rent-lavington-3435113,250,4,
Green Knight Properties,"Chaka Road , Kilimani, Dagoretti North","KSh 110,000",/listings/3-bedroom-apartment-for-rent-kilimani-3395808,220,3,3
Kenya Classic Homes,"Kilimani, Dagoretti North","KSh 110,000",/listings/furnished-2-bedroom-apartment-for-rent-kilimani-3423798,140,2,2
Prudential Green Ville,"kileleshwa, Kileleshwa, Kileleshwa, Dagoretti North","KSh 110,000",/listings/4-bedroom-apartment-for-rent-kileleshwa-1-3434197,4,4,3
Prudential Green Ville,"kilimani, kilimani, Kilimani, Dagoretti North","KSh 110,000",/listings/3-bedroom-apartment-for-rent-kilimani-3468013,3,3,3
Sunland Real Estates Limited,"Hurlingham Kilimani, Kilimani, Dagoretti North","KSh 110,000",/listings/3-bedroom-apartment-for-rent-kilimani-3466286,3,3,4
El Roi Properties,"Brookside, Westlands","KSh 110,000",/listings/4-bedroom-apartment-for-rent-brookside-3467593,4,4,3
Tysons Limited,"Kilimani, Dagoretti North","KSh 110,000",/listings/3-bedroom-apartment-for-rent-kilimani-3450171,3,3,2
Pam Golding Properties,"Westlands Area, Westlands","KSh 110,000",/listings/1-bedroom-apartment-for-rent-westlands-area-3456306,1,1,
Pam Golding Properties,"Riverside, Westlands","KSh 110,000",/listings/3-bedroom-apartment-for-rent-riverside-3458744,3,3,2
Azizi Realtors,"Lavington, Dagoretti North","KSh 110,000",/listings/3-bedroom-apartment-for-rent-lavington-3465211,3,3,2
Royal Properties Market Limited,"Westlands Area, Westlands","KSh 110,000",/listings/1-bedroom-apartment-for-rent-westlands-area-1-3447147,1,1,2
Benford Homes,"Nyali, Links, Nyali Area, Nyali","KSh 110,000",/listings/furnished-3-bedroom-apartment-for-rent-nyali-area-3466214,1842,3,2
Origin Homes,"Kileleshwa, Dagoretti North","KSh 110,000",/listings/3-bedroom-apartment-for-rent-kileleshwa-3442023,3,3,3
Origin Homes,"Kilimani, Dagoretti North","KSh 110,000",/listings/2-bedroom-apartment-for-rent-kilimani-3462228,2,2,2
Absolute Estate Agents,"Kirichwa road, Kilimani, Dagoretti North","KSh 110,000",/listings/3-bedroom-apartment-for-rent-kilimani-3467079,3,3,5
Buy Rent Shelters,"Parklands, Parklands, Westlands","KSh 110,000",/listings/4-bedroom-apartment-for-rent-parklands-3467473,4,4,4
Yellow Market,"Near Sarit Center, Brookside, Westlands","KSh 110,000",/listings/3-bedroom-apartment-for-rent-brookside-3449096,3,3,2
Yellow Market,"N/a, Near Yaya Centre, Kilimani, Dagoretti North","KSh 110,000",/listings/furnished-1-bedroom-apartment-for-rent-kilimani-3460651,1,1,1
Wealthlink Realtors Ltd,"Westlands Area, Westlands","KSh 110,000",/listings/1-bedroom-apartment-for-rent-westlands-area-2-3454162,163,1,1
Ws Properties Limited,"Rhapta Road, Westlands Area, Westlands","KSh 110,000",/listings/2-bedroom-apartment-for-rent-westlands-area-3397212,180,2,3
Ws Properties Limited,"Rhapta Road, Westlands Area, Westlands","KSh 110,000",/listings/2-bedroom-apartment-for-rent-westlands-area-3397301,170,2,3
Vsb Properties Limited,"School Lane, Westlands Area, Westlands","KSh 110,000",/listings/furnished-1-bedroom-apartment-for-rent-westlands-area-3454384,1,1,1
Casapiu Holdings Limited,"Rhapta Road, Westlands","KSh 110,000",/listings/3-bedroom-apartment-for-rent-rhapta-road-3462019,3,3,4
Casapiu Holdings Limited,"Lavington, Dagoretti North","KSh 110,000",/listings/3-bedroom-apartment-for-rent-lavington-3463128,3,3,2
Urban Hut,"Kilimani, Dagoretti North","KSh 110,000",/listings/furnished-2-bedroom-apartment-for-rent-kilimani-3461788,2,2,2
Casapiu Holdings Limited,"Rhapta Road, Westlands","KSh 110,000",/listings/3-bedroom-apartment-for-rent-rhapta-road-3462019,3,3,4
Casapiu Holdings Limited,"Lavington, Dagoretti North","KSh 110,000",/listings/3-bedroom-apartment-for-rent-lavington-3463128,3,3,2
Afrique Properties Limited,"Kileleshwa, Dagoretti North","KSh 112,000",/listings/3-bedroom-apartment-for-rent-kileleshwa-3460817,3,3,3
Ws Properties Limited,"2Nd Parklands, Parklands, Westlands","KSh 112,500",/listings/3-bedroom-apartment-for-rent-parklands-3397128,210,3,3
